system:index,classification,.geo
2_573,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.061786380224474,5.204338780315651]}"
2_574,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.7801482677163047,5.430039950725578]}"
2_575,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.450574315712245,5.427551026060362]}"
2_576,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.86684749999644,5.241898000936775]}"
2_577,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.1288191600017425,5.771397387660369]}"
2_578,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825779759821595,5.363086289958143]}"
2_579,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.942742934537567,5.223092719451325]}"
2_580,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.421032414427238,6.009792713676258]}"
2_581,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.88911956711327,5.450725369182098]}"
2_582,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4415818407076175,5.220678461610043]}"
2_583,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0885849714517395,5.327214699211765]}"
2_584,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.350327546345969,5.808326952486323]}"
2_585,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.421537021806132,5.342039745569114]}"
2_586,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.040283787337147,5.377262287177528]}"
2_587,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.955699047699123,6.106722541643352]}"
2_588,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4097797655214865,5.361399849832654]}"
2_589,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.260776696170819,4.673738310661124]}"
2_590,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4586632840291296,5.498476071920519]}"
2_591,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.65252769109223,6.131340597772014]}"
2_592,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.201389740125937,5.359897651842895]}"
2_593,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.298772667870734,4.769584002472896]}"
2_594,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.79723881358191,6.124317851355649]}"
2_595,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.027037315660358,5.286084407921067]}"
2_596,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.921267350178792,5.2115108044098575]}"
2_597,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.259685112628319,5.7239775745518156]}"
2_598,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1091189294332664,6.051466466313399]}"
2_599,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.395695147372998,5.635000480351558]}"
2_600,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9840731826940377,5.203825948654966]}"
2_601,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.897613604529889,5.873810533512656]}"
2_602,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.505012333207946,4.861695952069231]}"
2_603,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3867088976707516,5.351886552767561]}"
2_604,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.268948081446253,5.529502686525567]}"
2_605,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.562714457462441,5.6432858417516485]}"
2_606,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.883445189702943,5.27881116215403]}"
2_607,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.820412634451926,5.375436549968988]}"
2_608,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.803292971248986,5.290130008122063]}"
2_609,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.061365434499191,5.675169784431039]}"
2_610,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.976354097255951,5.316956683810425]}"
2_611,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.177844197269815,5.358535529959601]}"
2_612,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.877381960372614,5.505825976732025]}"
2_613,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.295693259477078,5.325627966596218]}"
2_614,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.034110034572893,5.832239443278826]}"
2_615,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.497594756819719,5.3402310830577315]}"
2_616,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.024236397223947,5.133964007954467]}"
2_617,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1626360686891983,5.48614608754236]}"
2_618,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0450760996120274,5.2424533404557785]}"
2_619,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4501276393755815,5.432083363601355]}"
2_620,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.92113333293386,4.809755901287053]}"
2_621,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.267853827321179,5.620443815069783]}"
2_622,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.367657925161311,5.24399169550243]}"
2_623,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.9112700277775065,5.688175268981339]}"
2_624,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.998248722094851,5.272353993488545]}"
2_625,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.746758848520035,5.299153462703745]}"
2_626,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.479178304424348,4.4605112326238405]}"
2_627,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.904487179565806,5.085590267651529]}"
2_628,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.247160727539084,5.407719332127425]}"
2_629,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.645614963193976,5.623705641554482]}"
2_630,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.439554359386869,5.0237645813879]}"
2_631,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.34289660235152,5.903735672943564]}"
2_632,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.7984492143674755,5.500970377274638]}"
2_633,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6559497798676763,5.529228758973249]}"
2_634,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.60816946630867,5.595776981117582]}"
2_635,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.244940756535186,5.55074672176384]}"
2_636,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.7406307657877957,5.529310029766579]}"
2_637,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.466389397400061,4.757779412702252]}"
2_638,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.885796560549915,5.2517624715864955]}"
2_639,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.413623243786994,5.430382060535948]}"
2_640,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.07122073838415,5.123892811528843]}"
2_641,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.482136149545181,4.547168070324617]}"
2_642,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.477658491037146,5.824617427868647]}"
2_643,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.336614802053399,5.909148690369081]}"
2_644,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.303893343424653,5.653115023032514]}"
2_645,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.417230259848412,5.373668076173705]}"
2_646,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.877479381172426,5.414193658085207]}"
2_647,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.0289229319140905,5.439149890529277]}"
2_648,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6098277567595582,5.539680804442164]}"
2_649,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.7488387115040975,5.3962624915947215]}"
2_650,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.607496953001705,5.580857980898897]}"
2_651,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.32019504385749,4.700527605014196]}"
2_652,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.230485386738461,4.808443423070918]}"
2_653,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.89289100338683,5.774785125585039]}"
2_654,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6753658550784256,6.138348100203243]}"
2_655,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.209611656593333,5.883442676950136]}"
2_656,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.483845046366965,5.055749713489458]}"
2_657,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.272108035316108,5.226944348218265]}"
2_658,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.242924716380545,5.637263404095776]}"
2_659,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.403549283965669,4.9523891063432695]}"
2_660,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.283538668450531,5.897527185370911]}"
2_661,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.5394598550827014,5.690553402996315]}"
2_662,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.387329884150438,5.399151479395165]}"
2_663,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.913181941875779,5.5926386971369295]}"
2_664,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.352519108012532,6.713437662093564]}"
2_665,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.8033974276997236,5.343431359163128]}"
2_666,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1854971657853004,5.553082988599807]}"
2_667,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.429869034413032,4.568688858977357]}"
2_668,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.9679528992948505,5.819623638480966]}"
2_669,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.005915074390472,4.951311021177554]}"
2_670,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.502182642339447,5.751324625963229]}"
2_671,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.445211083136365,4.805630783131131]}"
2_672,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.996074918443316,5.294546404529727]}"
2_673,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.984484861329099,5.9629387692798295]}"
2_674,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9855089389446587,5.543884531552468]}"
2_675,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.361079001407913,5.356877678496463]}"
2_676,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.039816893722821,4.6421103561652695]}"
2_677,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.026250317451546,4.644624659792107]}"
2_678,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.739749977235855,5.898283962094999]}"
2_679,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.424854267291495,5.239620065492892]}"
2_680,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.814088389764056,5.552317069226416]}"
2_681,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.641359795328753,5.1368799060359915]}"
2_682,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.462827607639436,5.099188245608321]}"
2_683,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.285777465822859,5.717298894674099]}"
2_684,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.192797295970311,5.704308221759514]}"
2_685,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9571220013229857,6.020694612331609]}"
2_686,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.916139281117885,5.407150316497543]}"
2_687,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9480708288726745,5.521778674849162]}"
2_688,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.415425066194344,5.46811020992168]}"
2_689,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.409356963085703,5.847340710954134]}"
2_690,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.201204733496484,6.055420498217977]}"
2_691,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.317193069052101,5.477973690500385]}"
2_692,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.925347255135039,5.20327105428027]}"
2_693,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.335119842890292,5.223199779780667]}"
2_694,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0574355068420314,5.200657235487411]}"
2_695,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.443419181771912,5.3619752239780825]}"
2_696,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6194344699362837,5.4881993663648725]}"
2_697,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.36789528036749,5.347453357061787]}"
2_698,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.006756677757599,5.580836989332549]}"
2_699,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.669629078680792,5.4972209352432175]}"
2_700,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0849295887417165,4.713499781415382]}"
2_701,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.920314379265897,5.08782781044592]}"
2_702,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4193686089460265,5.379847742814727]}"
2_703,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.273518199902344,5.638500594427074]}"
2_704,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.6379255126387395,5.617578179990151]}"
2_705,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.261083347332143,5.798041821471594]}"
2_706,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.321251819276549,5.570518729575003]}"
2_707,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.984077567744938,5.834409489084013]}"
2_708,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.447461606202625,4.722274590395381]}"
2_709,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.967623471932638,5.313679819846172]}"
2_710,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.192601797761677,5.692508123158718]}"
2_711,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.378254998832545,5.215142294263784]}"
2_712,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.062327760672382,5.395157247102852]}"
2_713,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.808830424642896,5.213748317259067]}"
2_714,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.420098374148505,5.151258469683721]}"
2_715,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.4656198901521424,4.608422682879148]}"
2_716,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.96187842105155,5.145022273843023]}"
2_717,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.498400416609298,5.731899273831538]}"
2_718,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.746445130086002,5.077297705899273]}"
2_719,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.811942940205351,5.322072426976799]}"
2_720,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.003846757284656,4.73779786346868]}"
2_721,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0582645242051676,5.381226027737865]}"
2_722,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.491630613264779,4.65651068918045]}"
2_723,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.83374107794779,5.545746240761219]}"
2_724,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.183306384749888,5.47528438221678]}"
2_725,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.73177871154987,5.45680510853012]}"
2_726,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4815552785507844,5.335988500879501]}"
2_727,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.365546459882781,5.865125407820577]}"
2_728,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.055699602962302,5.3266825889897]}"
2_729,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.70988043998817,5.182887662118329]}"
2_730,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.63086112395772,4.916190140212229]}"
2_731,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2676730635517375,5.382254284938341]}"
2_732,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.265392879144194,5.9469899849572725]}"
2_733,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.658901187263647,5.97590760807772]}"
2_734,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0131289619045094,5.179128878024586]}"
2_735,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.0854924320269586,5.588204129472915]}"
2_736,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.467466954755761,5.080666262625956]}"
2_737,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.521628111842923,5.6433918959054115]}"
2_738,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3419344026084747,5.338795938478196]}"
2_739,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.644981968985349,5.27536150583568]}"
2_740,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.038236512297095,5.543521615369559]}"
2_741,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.649680605633726,5.720360893359684]}"
2_742,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.065683778798681,5.860309976535741]}"
2_743,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.582910390133723,5.361087529600076]}"
2_744,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.02027726807763,6.576745558626373]}"
2_745,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.383001733803295,5.7982822352184025]}"
2_746,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2261837163202225,5.553077617952247]}"
2_747,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.642504858528421,5.286487586950284]}"
2_748,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3835820834739914,5.257806618061075]}"
2_749,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1107598276984842,5.169801370597814]}"
2_750,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.323309095783075,5.482171886054959]}"
2_751,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.823582546726917,6.090097736107385]}"
2_752,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.999726549784991,5.94871069876307]}"
2_753,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9364716866593734,5.77524470933816]}"
2_754,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.499575620292729,5.298522878841329]}"
2_755,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.477365780805313,4.7311912999970165]}"
2_756,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.943336224004695,5.614291159387272]}"
2_757,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.532426461685041,5.37830795976785]}"
2_758,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4170523883029,5.377558097828874]}"
2_759,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.423100135132011,5.503133284968061]}"
2_760,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.404035075927077,5.847102114226674]}"
2_761,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5168706334561057,5.680164406210939]}"
2_762,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.400194722209304,5.148149401593751]}"
2_763,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.992464486927176,5.264799902479585]}"
2_764,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.890679454359118,5.767085433795709]}"
2_765,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.43556692646348,5.059059002880123]}"
2_766,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.522659864970447,4.54574175684032]}"
2_767,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4193028357733644,6.449339446051653]}"
2_768,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.249595411844354,5.664664088664698]}"
2_769,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.101617998649979,5.329239661772266]}"
2_770,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.001476061352614,5.9669783749341585]}"
2_771,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.555312898513627,5.654112082996029]}"
2_772,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2781328616392145,5.687837509383659]}"
2_773,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.014189390558066,5.105011800759426]}"
2_774,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9612929906982983,5.492089113238082]}"
2_775,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.779060952111055,5.238388049735242]}"
2_776,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.385620870123356,5.213376994374604]}"
2_777,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.87387060769527,5.391911461223931]}"
2_778,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.143488124652776,5.923468658575884]}"
2_779,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.035159789173238,5.424470099702841]}"
2_780,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.40320749425534,4.530066614097783]}"
2_781,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.388475505015726,4.875545965566545]}"
2_782,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.343065462542652,5.700774277217287]}"
2_783,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.39748782591342,5.400156522244696]}"
2_784,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.527683917004914,4.544357329106262]}"
2_785,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4473914785824205,5.515672417849344]}"
2_786,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0877397683523755,4.639848624567239]}"
2_787,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.735644970111987,6.615916190659623]}"
2_788,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.07389933217137,6.269478113803295]}"
2_789,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4804800874086625,5.544219924992155]}"
2_790,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.061015277967834,5.175253730838497]}"
2_791,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.756729134556355,4.985634295742875]}"
2_792,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.340084581644874,5.355586368130326]}"
2_793,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.803890919783194,6.090163956763488]}"
2_794,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.657404811221404,5.579453414840587]}"
2_795,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.720846752236256,5.0864976536701265]}"
2_796,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.064140104162485,6.5328782994411165]}"
2_797,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.552212615075753,5.523092579360181]}"
2_798,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.386712397275224,5.238986935457966]}"
2_799,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6361844013098517,7.090531723011386]}"
2_800,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.538617657933787,5.6452491784787515]}"
2_801,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1422693164180044,5.636322065457466]}"
2_802,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1095046978458805,5.216843664102436]}"
2_803,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.344726425454935,5.7319518509687]}"
2_804,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.183323768358927,5.574176971821105]}"
2_805,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.108625507869624,5.521360547460612]}"
2_806,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.428904635571154,4.814576590501546]}"
2_807,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9811444410353136,5.757260084960839]}"
2_808,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.240426251100758,5.683315119075119]}"
2_809,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.705695733601435,6.610594533944728]}"
2_810,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.969233066882105,5.298018543828119]}"
2_811,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1727634227720607,5.222438303358951]}"
2_812,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.059635525335106,5.8620399674717705]}"
2_813,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.537644043408151,5.585704740724805]}"
2_814,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.449737588701926,5.105412479656046]}"
2_815,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.593143649690697,5.7352713657174625]}"
2_816,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.459065386421137,5.022819504488063]}"
2_817,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.763929011247029,5.345506156080111]}"
2_818,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.584198455171287,6.076039177434803]}"
2_819,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.710092137365086,5.477845816706322]}"
2_820,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.587586641692566,5.320019776210296]}"
2_821,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1604698584922186,5.487865497816513]}"
2_822,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.433729133920099,5.20943113831427]}"
2_823,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.778397812120867,5.34283037298408]}"
2_824,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.122085726790756,5.842312829004203]}"
2_825,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.387229800378353,5.30361221169138]}"
2_826,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.983263925568933,5.491107507829521]}"
2_827,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.12514417279208,5.71124115808376]}"
2_828,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.19936103649646,5.618445976149668]}"
2_829,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.714596972250052,5.5069497146783055]}"
